FREQ,FREQ_LABEL,REF_AREA,REF_AREA_LABEL,INDICATOR,INDICATOR_LABEL,UNIT_MEASURE,UNIT_MEASURE_LABEL,DATABASE_ID,DATABASE_ID_LABEL,UNIT_MULT,UNIT_MULT_LABEL,OBS_STATUS,OBS_STATUS_LABEL,OBS_CONF,OBS_CONF_LABEL,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
A,Annual,TLS,Timor-Leste,FAO_RP_5172,Pesticides Use per capita,KM_PS,Kilometers per person,FAO_RP,Pesticides Use,0,Units,A,Normal value,PU,Public,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.03,0.03,0.04,0.04,0.05,0.05,0.07,0.09,0.1,0.11,0.11
A,Annual,TON,Tonga,FAO_RP_5172,Pesticides Use per capita,KM_PS,Kilometers per person,FAO_RP,Pesticides Use,0,Units,A,Normal value,PU,Public,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.14,0.11,0.09,0.23,0.21,0.2,0.2,0.2,0.19,0.19
A,Annual,TTO,Trinidad and Tobago,FAO_RP_5172,Pesticides Use per capita,KM_PS,Kilometers per person,FAO_RP,Pesticides Use,0,Units,A,Normal value,PU,Public,0.27,0.31,0.3,0.25,0.23,0.22,0.21,0.19,0.18,0.17,0.16,0.15,0.14,0.12,0.11,0.1,0.09,0.08,0.07,0.06,0.09,0.12,0.37,0.61,0.83,0.82,0.82,0.81,0.8,0.79,0.79,0.79,0.78,0.78
A,Annual,TUN,Tunisia,FAO_RP_5172,Pesticides Use per capita,KM_PS,Kilometers per person,FAO_RP,Pesticides Use,0,Units,A,Normal value,PU,Public,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.12,0.13,0.14,0.14,0.12,0.13,0.16,0.15,0.12,0.13,0.17,0.14,0.2,0.2,0.28,0.22,0.25,0.25,0.27,0.23,0.27,0.3,0.28,0.27,0.27,0.26
A,Annual,TUR,Turkiye,FAO_RP_5172,Pesticides Use per capita,KM_PS,Kilometers per person,FAO_RP,Pesticides Use,0,Units,A,Normal value,PU,Public,0.53,0.43,0.47,0.48,0.4,0.45,0.49,0.55,0.47,0.51,0.51,0.39,0.42,0.49,0.42,0.58,0.39,0.69,0.53,0.52,0.53,0.53,0.57,0.52,0.51,0.49,0.61,0.65,0.71,0.6,0.62,0.61,0.63,0.66
A,Annual,TUV,Tuvalu,FAO_RP_5172,Pesticides Use per capita,KM_PS,Kilometers per person,FAO_RP,Pesticides Use,0,Units,A,Normal value,PU,Public,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.15,0.1,0.12,0.16,0.21,0.22,0.2,0.2,0.19,0.2,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.21,0.21,0.21,0.22,0.22
A,Annual,TWN,"Taiwan, China",FAO_RP_5172,Pesticides Use per capita,KM_PS,Kilometers per person,FAO_RP,Pesticides Use,0,Units,A,Normal value,PU,Public,0.48,0.48,0.47,0.47,0.47,0.46,0.46,0.43,0.41,0.52,0.4,0.38,0.47,0.45,0.43,0.4,0.39,0.41,0.38,0.37,0.34,0.35,0.4,0.41,0.37,0.4,0.4,0.45,0.45,0.45,0.45,0.45,0.45,0.45
A,Annual,TZA,Tanzania,FAO_RP_5172,Pesticides Use per capita,KM_PS,Kilometers per person,FAO_RP,Pesticides Use,0,Units,A,Normal value,PU,Public,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,Annual,UGA,Uganda,FAO_RP_5172,Pesticides Use per capita,KM_PS,Kilometers per person,FAO_RP,Pesticides Use,0,Units,A,Normal value,PU,Public,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.05,0.07,0.07,0.06,0.05,0.05,0.06,0.06,0.07,0.07,0.07,0.08,0.09,0.11,0.13,0.14,0.16,0.17,0.16,0.16,0.15,0.15,0.14,0.15,0.18,0.2
A,Annual,UKR,Ukraine,FAO_RP_5172,Pesticides Use per capita,KM_PS,Kilometers per person,FAO_RP,Pesticides Use,0,Units,A,Normal value,PU,Public,,,1.28,1.18,1.09,1.01,0.92,0.83,0.74,0.65,0.55,0.46,0.36,0.26,0.32,0.48,0.61,0.76,1.14,0.77,1.33,1.7,1.95,1.86,1.68,1.4,1.12,0.84,0.56,0.54,0.55,0.61,0.47,0.51
A,Annual,URY,Uruguay,FAO_RP_5172,Pesticides Use per capita,KM_PS,Kilometers per person,FAO_RP,Pesticides Use,0,Units,A,Normal value,PU,Public,0.57,0.56,0.66,0.52,0.72,0.76,1.07,1.04,1.31,1.21,1.12,1.35,1.57,2.26,2.74,2.79,2.76,4.26,4.02,4.06,4.49,4.42,4.35,4.29,4.22,4.15,3.94,4.39,4.39,4.39,4.39,4.39,4.39,4.39
A,Annual,USA,United States,FAO_RP_5172,Pesticides Use per capita,KM_PS,Kilometers per person,FAO_RP,Pesticides Use,0,Units,A,Normal value,PU,Public,1.58,1.54,1.55,1.49,1.6,1.58,1.6,1.58,1.54,1.56,1.53,1.45,1.44,1.4,1.43,1.39,1.31,1.33,1.24,1.16,1.2,1.25,1.29,1.31,1.28,1.3,1.37,1.35,1.37,1.32,1.3,1.29,1.25,1.25
A,Annual,VCT,St. Vincent and the Grenadines,FAO_RP_5172,Pesticides Use per capita,KM_PS,Kilometers per person,FAO_RP,Pesticides Use,0,Units,A,Normal value,PU,Public,2.07,2.0,2.95,3.29,3.59,3.18,3.67,3.58,3.44,2.8,2.44,1.96,1.61,1.98,1.98,2.97,2.65,2.47,1.44,1.41,1.59,3.85,3.87,3.7,1.45,1.42,1.5,1.37,1.25,1.16,1.21,1.28,1.18,1.08
A,Annual,VEN,"Venezuela, RB",FAO_RP_5172,Pesticides Use per capita,KM_PS,Kilometers per person,FAO_RP,Pesticides Use,0,Units,A,Normal value,PU,Public,0.09,0.12,0.19,0.18,0.18,0.18,0.17,0.17,0.17,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.14,0.14,0.14,0.14,0.14
A,Annual,VGB,British Virgin Islands,FAO_RP_5172,Pesticides Use per capita,KM_PS,Kilometers per person,FAO_RP,Pesticides Use,0,Units,A,Normal value,PU,Public,0.87,0.77,0.83,0.7,0.78,0.68,0.72,0.67,0.78,0.88,0.98,1.07,1.0,0.79,0.58,0.49,0.45,0.47,0.48,0.74,0.52,4.53,4.08,4.03,0.34,0.38,0.52,0.53,0.32,0.21,0.3,0.45,0.44,0.43
A,Annual,VNM,Viet Nam,FAO_RP_5172,Pesticides Use per capita,KM_PS,Kilometers per person,FAO_RP,Pesticides Use,0,Units,A,Normal value,PU,Public,0.32,0.31,0.31,0.3,0.3,0.35,0.45,0.44,0.28,0.22,0.21,0.25,0.3,0.35,0.4,0.45,0.51,0.56,0.6,0.64,0.65,0.77,0.86,0.92,1.11,1.1,1.1,0.87,1.45,1.39,0.91,1.5,1.62,1.61
A,Annual,VUT,Vanuatu,FAO_RP_5172,Pesticides Use per capita,KM_PS,Kilometers per person,FAO_RP,Pesticides Use,0,Units,A,Normal value,PU,Public,1.16,0.91,0.65,0.49,0.51,0.53,0.46,0.41,0.39,0.36,0.35,0.34,0.33,0.33,0.32,0.32,0.34,0.36,0.38,0.3,0.2,0.1,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.05
A,Annual,WLF,Wallis-et-Futuna (Fr.),FAO_RP_5172,Pesticides Use per capita,KM_PS,Kilometers per person,FAO_RP,Pesticides Use,0,Units,A,Normal value,PU,Public,0.76,0.75,0.74,0.74,0.73,0.72,0.72,0.71,0.71,0.7,0.58,0.43,0.48,0.51,0.63,0.58,0.67,0.74,0.76,0.77,0.79,0.8,0.82,0.83,0.84,0.85,0.86,0.87,0.88,0.89,0.89,0.9,0.9,0.91
A,Annual,WSM,Samoa,FAO_RP_5172,Pesticides Use per capita,KM_PS,Kilometers per person,FAO_RP,Pesticides Use,0,Units,A,Normal value,PU,Public,0.28,0.28,0.21,0.14,0.28,0.25,0.13,0.17,0.07,0.06,0.04,0.07,0.1,0.13,0.16,0.19,0.22,0.24,0.27,0.3,0.33,0.35,0.38,0.4,0.43,0.45,0.48,0.5,0.95,0.53,0.87,1.27,2.02,1.16
A,Annual,YEM,"Yemen, Rep.",FAO_RP_5172,Pesticides Use per capita,KM_PS,Kilometers per person,FAO_RP,Pesticides Use,0,Units,A,Normal value,PU,Public,0.01,0.01,0.02,0.03,0.04,0.04,0.04,0.04,0.05,0.05,0.05,0.04,0.04,0.05,0.05,0.05,0.05,0.04,0.03,0.02,0.03,0.03,0.03,0.05,0.05,0.04,0.02,0.02,0.02,0.03,0.04,0.04,0.04,0.04
A,Annual,ZAF,South Africa,FAO_RP_5172,Pesticides Use per capita,KM_PS,Kilometers per person,FAO_RP,Pesticides Use,0,Units,A,Normal value,PU,Public,0.41,0.4,0.39,0.38,0.38,0.4,0.43,0.47,0.53,0.56,0.57,0.54,0.57,0.56,0.57,0.6,0.57,0.58,0.65,0.63,0.64,0.63,0.64,0.66,0.69,0.67,0.63,0.69,0.67,0.66,0.69,0.69,0.68,0.67
A,Annual,ZMB,Zambia,FAO_RP_5172,Pesticides Use per capita,KM_PS,Kilometers per person,FAO_RP,Pesticides Use,0,Units,A,Normal value,PU,Public,0.14,0.14,0.13,0.13,0.13,0.08,0.19,0.19,0.2,0.21,0.22,0.22,0.23,0.23,0.24,0.24,0.24,0.24,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.23,0.23,0.22,0.21,0.21,0.2
A,Annual,ZWE,Zimbabwe,FAO_RP_5172,Pesticides Use per capita,KM_PS,Kilometers per person,FAO_RP,Pesticides Use,0,Units,A,Normal value,PU,Public,0.56,0.65,0.31,0.16,0.15,0.24,0.23,0.24,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.24,0.18,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.13
